ko,en,ko_len,en_len
"이런 사실을 알고 있는 미국인은 많지 않다.
","Not that many Americans know about it.
",25,39
"이웃에 있는 두마리의 소도 함께 도살했다.
","Cattle on two additional sites that together make up the enterprise and animals on an adjacent farm were also culled.
",24,118
"사르코지는 드윗의 카메라를 빼앗아 바닥에 던졌다.
","Sarkozy picked up DeWitt's camera but then put it down.
",28,56
"그러나 양쪽은 서로 상반된 주장을 펼쳤다.
","However, both sides appear to have conflicting expectations.
",24,61
"그러나 올메르트는 서두르지 말 것을 제안했다.
","However, Olmert suggested a slower pace.
",26,41
"잠시 후 두 번째 총알이 오스틴의 머리로 향했다.
","Moments later, a second shot hit Austin in the head.
",28,53
"첼시의 주장인 존 테리는 한 달간 결장할 예정이다.
","The Chelsea captain was forced to watch from the sidelines at Wembley and could be out for up to four weeks.
",29,109
"맨유는 시종일관 경기를 지배했다.
","United were the more fluent force for much of the game.
",19,56
"그러나 첼시의 반격도 만만치 않았다.
","But Chelsea drew level just before half-time.
",21,46
"황금사원 폭탄 테러 당시 사망자는 발생하지 않았다.
","Suicide bombers attacked two gas stations Wednesday, killing 70 people, Reuters reported.
",29,90
"하스는 윔블던 이후 처음으로 대회에 출전했다.
","Haas, playing in his first tournament since Wimbledon, where he withdrew with a torn stomach muscle, jumped out to a 3-0 lead in the first set and a 3-1 advantage in the second.
",26,178
"그는 부상을 이유로 윔블던 대회에서 기권했다.
","He finished with 10 aces and never faced a break point.
",26,56
"WASHINGTON(CNN)/권성근(JOINS)
","Karlovic, who served 37 aces in his two matches, will play Paul Capdeville.
",27,76
"사고 이후 4명이 숨진 것으로 확인 됐다.
","Four people were confirmed dead after the disaster.
",24,52
"정부는 최소 79명이 다쳤다고 밝혔다.
","Officials said at least 79 people were injured.
",22,48
"한편 감시카메라가 교량 붕괴 장면을 4초정도 찍었다.
","Security camera video showed the Interstate 35W bridge's center section collapsing into the river in less than four seconds.
",30,125
"CNN은 익명의 제보자에게서 이 테이프를 입수했다.
","CNN obtained the video from a source who asked to remain unidentified because they were not authorized to distribute it publicly.
",29,130
"무너져 내리고 있었다""고 말했다.
","""It just fell right into the river.""
",19,37
"콩고에 주둔 중인 유엔평화유지군은 규모가 가장 크다.
","The peacekeeping force, the United Nations' biggest, is in Congo to help the huge, chaotic country recover from a five-year war that began in 1998, since then an estimated 4 million people have been killed by violence or related hunger and disease.
",30,249
"구조 작업은 날이 어두워진 후 모두 중단됐다.
","Recovery operations have ended for the night because conditions became dangerous for workers as darkness set in.
",26,113
"그는 출생 증명서에 에디 머피를 아버지로 올렸다.
","She listed Murphy as the father on the birth certificate.
",28,58
"(CNN)/권성근(JOINS)
","""Please don't use force.
",17,25
"그는 인도 법원에 항소 할 예정이다.
","He is expected to appeal.
",21,26
"이라크의 인구는 2600만명이이다.
","The population of Iraq is 26 million.
",20,38
"이라크는 또 두뇌유출이 심각한 수준이다.
","The country continues to suffer a ""brain drain.
",23,48
"영화 몇몇 장면에서 웃음이 나오기도 했다.
","Thoughts of a feature film go back as far as 1992, when ""The Simpsons"" overseers considered expanding an episode about Krusty the Klown's summer camp into a movie.
",24,164
"구체적인 피해 상황은 아직 보고되지 않았다.
","There were no immediate reports of damage.
",25,43
"이 공격은 이라크군 검문소 부근에서 일어났다.
","The attack is near an Iraqi army checkpoint.
",26,45
"오늘날 이용되는 우주복은 가스가압을 사용한다.
","The spacesuits worn today use gas pressurization &#8212;
",26,57
"더 게임’은 조금 다르다.
","The good news about Activision's ""Transformers:
",15,48
"‘트랜스포머:
","""Transformers:
",8,15
"전투에 있어서도 플레이어들에게 ‘트랜스포머:
","Little strategy is required during combat sequences.
",25,53
"더 게임’은 그다지 높은 전략 필요하지 않다.
","A few punches and kicks and the enemy is down.
",26,47
"비록 짧은 모험이지만 ‘트랜스포머:
","The Game"" is a good and good-looking action game.
",20,50
"한편 일본에서는 최근 자동차 판매량이 주춤하고 있다.
","""We will gauge how to make up for the lost production in due time,"" Watanabe said.
",30,83
"동영상에서 유권자들은 다양한 모습을 하고 있었다.
","The videos came in all forms people facing the camera straight-on, people in makeup, people with flashcards.
",28,109
"대선주자들은 첫번째 질문부터 긴장할 수 밖에 없었다.
","The first question got right to the point.
",30,43
"중국 산둥성에서는 폭우로 최소 40명이 사망했다.
","At least 40 people have died in storms in Shandong province on the east coast.
",28,79
"한국인 인질은 대부분 여자이며 개신교 단체 소속이다.
","Mostly women, they are members of a Christian church.
",30,54
"인질 수는 아직 확실히 밝혀지지 않았다.
","The number of the hostages is unclear.
",23,39
"크로커는 영상화면을 통해 바그다드에서 증언했다.
","Crocker testified by video link from Baghdad.
",27,46
"해리포터에게 마지막 순간이 왔다.
","The ending has come for Harry Potter.
",19,38
"해리포터 최종편은 행복한 결말을 담고 있을까?
","Will it be a happy one in which he vanquishes the evil Lord Voldemort (aka You-Know-Who) and finishes his years at Hogwarts in the embrace of his best friends, Ron Weasley and Hermione Granger?
",26,194
"책과 마찬가지 로 영화도 블록버스터 시리즈였다.
","like the books, the movie series has been a series of blockbusters, with each entry easily topping $200 million in domestic box office.
",27,136
"그러나 이제 시리즈를 끝낼 시점이라고 전했다.
","It was a combination of relief and sadness really,"" she told the AP.
",26,69
"그는 이라크 알카에다 최고위 지도자로 밝혀졌다.
","He is believed to be the most senior Iraqi in al Qaeda in Iraq.
",27,64
"생존자가 있는지 여부는 알려지지 않았다.
","There was no immediate word on survivors.
",23,42
"가시와자키에서만 300여채의 가옥의 전소됐다.
","With more than 300 homes totally destroyed in Kashiwazaki alone, it was unclear when people could go home and worries were mounting about the health of evacuees, many of whom are elderly.
",26,188
"한편 이 여객기와 충돌한 제트기는 무사히 착륙했다.
","The executive jet landed safely.
",29,33
"영화 해리포터가 박스오피스의 새로운 강자로 떠올랐다.
","Harry Potter remains a box-office charmer.
",30,43
"이들은 징역 15년 이상을 선고 받을 수 있다.
","Each could serve up to 15 years in jail.
",27,41
"결국 10년 만에 그는 총리자리에서 물러났다.
","He was lampooned as ""Bush's poodle"".
",26,37
"북한이 영변 핵원자로의 가동중단을 공식 선언했다.
","North Korea is ready to start dismantling its nuclear programs following the shutdown its sole operating reactor, a North Korean diplomat said Sunday, as long as the United States lifts all sanctions against the communist nation.
",28,230
"포틀랜드의 또 다른 자랑거리는 교통편의다.
","Both sunny and rainy Portland are well worth checking out.
",24,59
"베컴 부부는 오는 16일 방영되는 ‘빅토리아 베컴:
","The couple also will appear in a one-hour U.S. network special, ""Victoria Beckham:
",29,83
"소년 마법사가 미 박스오피스에 마법을 부렸다.
","The boy wizard still has a magic touch at the box office.
",26,58
"얼마 후 경찰이 들이닥쳐 노점상을 철거했다.
","It fools the average person,"" the maker says. ""I don't eat them myself.
",25,72
"리무진이 마차를 뒤&#51922;
","A limo followed the cart.
",19,26
"바오는 지난해 세계 최장신으로 기네스북에 등록됐다.
","Bao was confirmed last year by Guinness World Records as the world's tallest person.
",29,85
"그러나 그 같은 전망은 빗나갔다.
","Well, look who's still riding high:
",19,36
"무엇보다 눈에 띄는 것은 정유회사다.
","But the big story was oil.
",21,27
"그러나 리치의 차량에서 마약은 발견되지 않았다.
","No drugs were found on her or in the vehicle.
",27,46
"검찰은 즉시 항소할 뜻을 밝혔다.
","The jury was discharged after reaching deadlock during the initial hearings, which ended on Tuesday.
",19,101
"초대형오징어는 향유고래가 좋아하는 먹이 중 하나이다.
","They attract the sperm whales that feed on them.
",30,49
"여사는 이후 오스틴에 있는 텍사스 대학교로 편입했다.
","Lady Bird attended St. Mary's Episcopal School for Girls, a junior college near Dallas and then transferred to the University of Texas at Austin.
",30,146
"린든 존슨 대통령은 1973년 사망했다.
","Lyndon Johnson died in 1973.
",23,29
"로렐 헐터는 대학탐방 신청을 한 것을 후회하고 있다.
","Laurel Herter wishes she'd canceled the college tour trip as soon as she heard the dismal forecast.
",30,100
"대학탐방은 이렇다.
","But that's the way it is with college tours.
",11,45
"자녀들과 한때를 즐겨라.
","Take in some local sites.
",14,26
"필자도 그랬다.
","Believe me I've been there.
",9,28
"이는 역사상 최고의 인권보호 조치였다.
","ATLANTA, Georgia (CNN) It was one of the greatest humanitarian acts in history.
",22,80
"랜즈먼은 또 다른 문제에 직면했다.
","Landsman's got other problems, too.
",20,36
"카우치의 비행은 이번이 두 번째였다.
","It was Couch's second flight.
",21,30
"카우치가 세 번째 풍선여행을 할 지는 아직 미지수다.
","He popped enough balloons to set the craft down, although he suffered rope burns.
",30,82
"그러나 식민지는 기온이 내려간 뒤 사라졌다.
","Those colonies later vanished as the climate cooled.
",25,53
"그라운드 밖의 베컴은 어느 연예인 못지 않다.
","Beckham is no stranger to exposure.
",26,36
"피닉스호의 화성에서의 임무는 3개월로 잡혀있다.
","The mission is due to last three months.
",27,41
"해리 포터시리즈 마지막 편은 21일 출판된다.
","The final book is out on July 21.
",26,34
"그는 손을 흔들지 않고 곧장 식장으로 들어갔다.
","He went straight in without waving.
",27,36
"결혼식에는 프랑스 축구스타 티에리 앙리도 참석했다.
","French soccer star Thierry Henry was in his group.
",29,51
"반면 가장 무거운 ‘후이게리토’는 695kg이다.
","The heaviest, Huigerito, was 695 kilograms (1,532 pounds).
",28,59
"산 페르민 축제 기간 동안 많은 부상자가 발생했다.
","Among those injured Sunday was Francisco Itarte, a San Fermin bull herder and one of several men charged with trying to keep the runs as orderly as possible.
",29,158
